loss_reconstruction,loss_prediction_1,loss_prediction_2,loss_prediction_3,loss_prediction_4,loss_prediction_5,loss_prediction_6,loss_prediction_7,loss_linearity_1,loss_linearity_2,loss_linearity_3,loss_linearity_4,loss_linearity_5,loss_linearity_6,loss_linearity_7,lin_dyn_weight
0.9919644253823894,1.0134891098998613,1.00495943461203,0.9964691618074873,0.9868962798455749,0.9786360197998458,0.9740050601638126,0.9760152925947299,0.0006560735220791103,0.0008409336261512358,0.000926541033328993,0.0010234167340068727,0.0010861593681687758,0.0011355351935995095,0.0011745100226560968,0.00016150905867107213
0.6140220614394756,0.6229134549998274,0.6258461589363689,0.627362930092346,0.6290533836441811,0.6307528598541362,0.6323241432909211,0.6337169868777497,0.0011704532987742312,0.0013647109420612605,0.0016318933354684398,0.0019150888202367005,0.0021713237569789693,0.002404890595762818,0.002606091751193358,0.002625876571983099
0.4629009124405858,0.4786355095680314,0.4880450017524488,0.4967970417806195,0.503871617493806,0.5101741838936854,0.5154768073598945,0.5196673335451069,0.004159483674800757,0.004540981793845141,0.00490859484532064,0.005225403842701253,0.005519368818111292,0.005763168557725772,0.0059701499112126,0.010365975089371204
0.38113638660321736,0.3963785023801656,0.4020056962164163,0.4082192787016281,0.41358000919072313,0.41812651438343806,0.422622772499367,0.4269080932694252,0.005513412668448105,0.005810733816840432,0.006283148119746635,0.006733106453009326,0.007223181893127133,0.007698026199132103,0.00815628963187086,0.022738130763173103
0.3236962089835594,0.33926845672556044,0.34377579159206817,0.34844215662792477,0.35223787866457545,0.35524303712427413,0.3584398465525823,0.3615965608795885,0.005594341346511134,0.005700376845570124,0.005975617583753284,0.006310509049932563,0.006738479435443878,0.007138059737305047,0.007571444662933799,0.039899736642837524
0.27940787582686455,0.2946964878827233,0.2988824035182144,0.30268549003986395,0.30546900029937024,0.3077103876505637,0.3100954351200399,0.3123881323971732,0.00554916017284297,0.005537722997292124,0.0057031366861227785,0.005904745578966558,0.006170010225540058,0.006421324500331172,0.00668700326372076,0.06184229999780655
0.24109932636773146,0.2566086338826703,0.2606297070731218,0.26375769139941696,0.26585700776841903,0.26747913713808413,0.26934161764202696,0.27128393834688846,0.005762340539834315,0.005696641204734443,0.005832196857391383,0.006014971249432676,0.00626000388704165,0.006474383626923416,0.006692336830827925,0.09049337357282639
0.20762883458876047,0.22295711851280547,0.22697310335307008,0.22975783235697633,0.23149340401594887,0.23286128124404035,0.23437325609252108,0.23595297007448343,0.0059852337094669795,0.005937766998705238,0.006087879951955494,0.00627961953982761,0.006541117223023566,0.006786497208205136,0.007025914912673359,0.1262081116437912
0.17863764692637255,0.19292212046356716,0.1969038077075072,0.19974135453452166,0.20123443892507842,0.2023780649358576,0.20361049006683657,0.2049624593972357,0.006320481935534815,0.00629203977307888,0.006499765296576401,0.006709907582713297,0.006993709283846396,0.007261248013186535,0.007557810727594677,0.16842827200889587
0.15166177650292714,0.16577403071753505,0.1699447517844563,0.17294542877762406,0.1746552997165256,0.1758487454167119,0.17699688580702452,0.17821738262369174,0.006192352610204357,0.006262550390127933,0.006542641827554414,0.006800314964670123,0.007115080054560896,0.007413194717381538,0.007724955356883682,0.22041155397891998
0.12896870618516748,0.14259530566758177,0.1464258733421865,0.149379286862383,0.15127221438218447,0.15270907228643243,0.1540803353794496,0.15548837883303865,0.006189573031884652,0.006228335061257937,0.006586450258088032,0.006925473148975308,0.007307178594849326,0.007675879411023072,0.008050159538033032,0.27633538842201233
0.10940782633494046,0.12238776330594663,0.12595018361152624,0.1286445085448448,0.1304657670383903,0.13189656830797292,0.1332850700275665,0.1347444829716024,0.006224774441333732,0.00631097001258773,0.0066656831890244276,0.00705999227786305,0.0074951796017913306,0.007896652486589219,0.008325506330339193,0.33580201864242554
0.0932134840925936,0.10585743979572848,0.10905256945677477,0.111485136879815,0.11320428519136577,0.11466326215853194,0.11612554262784194,0.11766363570987175,0.006311717258157955,0.006415921023197046,0.006830491873150321,0.007255191524020751,0.007697688263875467,0.008179125109505574,0.008682355254587501,0.3945680856704712
0.07924748332010777,0.09191102299224647,0.09474886089864404,0.09687611928291193,0.09844460077960082,0.09987979569419064,0.10134395830559008,0.10294067434188894,0.00634457591908548,0.00636005132688015,0.006750541313328727,0.0071878322196327876,0.007702882046049291,0.008190963921522854,0.008726576351958894,0.4535447359085083
0.0683959120652491,0.08078066186872797,0.08337319218349779,0.08531438084162446,0.08671697414282596,0.08803530469887987,0.08943188254680698,0.09095368112377847,0.006345197593523597,0.006383662312119095,0.006758279230458166,0.007207690134192958,0.007709851369311914,0.008198140426115556,0.00876521639249943,0.5053916573524475
0.05933990866347194,0.07162611018929016,0.07396408973719536,0.07573991600511852,0.0770512256558094,0.07824924144680652,0.07951946997080588,0.08094790945149431,0.006046754382676147,0.006116751649162986,0.006487653346776159,0.006935045589702298,0.007439544375496682,0.007944494350390002,0.008483536195273351,0.5531073212623596
0.05218726179314784,0.06439563525646222,0.06665865439758557,0.06838002357418689,0.06962349776065711,0.07080839731877901,0.07204198965721259,0.07340063823995366,0.005969941726437321,0.005968936560330568,0.006320154917761935,0.0067755989354066175,0.007283405543176413,0.007797655423080881,0.008366333826222403,0.5940569639205933
0.04665274853106299,0.058827938696350716,0.06095679219724353,0.0627207763267286,0.0639060696768841,0.06498939115993102,0.06615786315616133,0.06752475367652046,0.005594521590354868,0.005595754553573301,0.0059710163259345675,0.006363180746333768,0.0068668729026710945,0.007389248897531619,0.007922394438223405,0.6277818083763123
0.04302053114129638,0.05464545572646941,0.056733760328003854,0.05847046246833673,0.059742171475381564,0.06092823169849537,0.06207952788381865,0.06337323269057354,0.005533968795228887,0.005608334113853146,0.005919868882858392,0.006328177176139973,0.00686460770039446,0.007417627040183905,0.008024659426726075,0.6509868502616882
0.03981002206202308,0.05149092935151123,0.053475047723211426,0.055117051769988705,0.05635061829981178,0.057554861873087254,0.05877109408779979,0.06014229500735248,0.005343354405578138,0.0053847935314130305,0.005716104213436846,0.006151053660646433,0.006690610488657197,0.007232939715337272,0.007788795824805494,0.6721773147583008
