loss_reconstruction,loss_linearity,lin_dyn_weight
0.5615635397606816,0.006689694862494124,0.00185987981967628
0.1322292562863782,0.010648143317939928,0.09179344773292542
0.07938682343860734,0.004483674863857734,0.21346580982208252
0.06554826559753583,0.0034477277346774337,0.2762693464756012
0.05851664468046807,0.003375844801488974,0.31608888506889343
0.052680736422618654,0.0032772420663336648,0.3538540303707123
0.047010227808124576,0.003117644233034859,0.3950730264186859
0.043763156271172596,0.003188110811538475,0.4210110604763031
0.0412688856749688,0.0032737267967663086,0.44273966550827026
0.03508657644984709,0.0023831357460359147,0.49887675046920776
0.032976214426891734,0.0023411119527785213,0.5199260711669922
0.03240975169290167,0.0024878144527638165,0.5266063213348389
0.029379546587372914,0.0021303432110956703,0.5583237409591675
0.029083311822435173,0.002111235696225659,0.562108039855957
0.025721820790430495,0.0016141382271383986,0.6000601649284363
0.02574400573309721,0.0017127585282109817,0.6001718044281006
0.025240533003938102,0.0016879182893797834,0.6061370968818665
0.02442795028235893,0.0015889435258117223,0.6157141923904419
0.022712384103410366,0.0013770040609354488,0.6370106339454651
0.022485353916523922,0.0013090776792669984,0.6400978565216064
0.02181993212161371,0.0012224836798694395,0.648635745048523
0.020941127291393663,0.0011105433680072187,0.6597689986228943
0.02103484774522743,0.0011560048415804975,0.6590407490730286
0.02057218740896469,0.001100126520952774,0.664792001247406
0.01976613575547694,0.0010087674782653876,0.6755469441413879
0.018990360544969505,0.0009386867325972696,0.6857566237449646
0.018667655380257973,0.000888548734761405,0.6902465224266052
0.018358473159153083,0.0008716292421198662,0.6943928003311157
0.01814627919555829,0.00083425821082282,0.6974079012870789
0.018552807152231322,0.0008907097511320567,0.6920299530029297
0.01746065465448769,0.0007730558094501136,0.7070966958999634
0.017310651970512906,0.0007878871821553694,0.709036648273468
0.016507750846465535,0.0007058979916709648,0.7205315828323364
0.016757211525582436,0.0007202588222282951,0.7169556021690369
0.016509659258753622,0.0006824292716303037,0.720363438129425
0.016322642112844912,0.0006898885867314977,0.723120391368866
0.01566814049459175,0.0006468100168981936,0.7324705719947815
0.015393896707540862,0.00060129209578252,0.7366724014282227
0.015809673326584353,0.0006692176917255743,0.7311351299285889
0.01580045265632484,0.0006552330476054597,0.7306896448135376
0.015290472087208132,0.000643592701891522,0.7382243871688843
0.014983337385025644,0.0005948899466583091,0.7427194714546204
0.013991434037206001,0.0005337844749297147,0.7572600841522217
0.0134814261301513,0.0005100139616657768,0.7648603320121765
0.013433594643650203,0.0005301156388058879,0.7656437158584595
0.014248656615834613,0.0005775147556026413,0.7536681890487671
0.014753873025544048,0.0005933421108548357,0.74628084897995
0.013186626288610392,0.0005138775510257784,0.7694268226623535
0.012713201111806781,0.000500274589831439,0.7766546010971069
0.012989101184896585,0.0004964177623133977,0.7726377248764038
