loss_reconstruction,loss_prediction_1,loss_prediction_2,loss_prediction_3,loss_prediction_4,loss_linearity_1,loss_linearity_2,loss_linearity_3,loss_linearity_4,lin_dyn_weight
0.7613860311046723,0.7669319004140874,0.7662478858424772,0.7659709024172957,0.7667579288764667,0.0002009124425430777,0.0002956046562710345,0.0003943055346364746,0.00047761828595380357,6.190632120706141e-06
0.39034980439370676,0.39314620228864816,0.3939231123014163,0.3956090974551375,0.3980577737092972,0.004028841944521553,0.005471993996936988,0.007399344359905089,0.009213425351747422,0.0007680128328502178
0.22960937551913724,0.23219564677246154,0.23307368784181534,0.2346098197884457,0.23652353129720174,0.008595099825392007,0.00931130659576225,0.011078630899509756,0.013067397273956768,0.012863117270171642
0.13695811852812767,0.13881584228847615,0.13955481250279694,0.14070768297840192,0.14203234301299178,0.010375902302042451,0.010880410531035034,0.012568681485830777,0.014490801525572616,0.07012365013360977
0.08951504456420098,0.090920604485017,0.0913339042935961,0.09207462635572239,0.09305777460817367,0.009284918434337102,0.010162373609159904,0.012151110256391187,0.014503462951109615,0.17084576189517975
0.06612432986417766,0.06735993667395525,0.06773760271889548,0.06845491085081332,0.06943322822291365,0.007278591487055985,0.00837840536429036,0.010544929210276853,0.01312763662508098,0.26968762278556824
0.052513652971835544,0.05338153439343617,0.05366559134375665,0.05431699065832041,0.05527628509588139,0.006253862200224752,0.007488672045730455,0.00968629629501412,0.012329278368582969,0.35282257199287415
0.043552794223350864,0.044246494429566526,0.044426514256385066,0.04508251955191935,0.04602911167087093,0.005280173629001584,0.00655350956805451,0.008684706193224718,0.011279108328244058,0.4213067889213562
0.038229012160852394,0.038740016439909576,0.03881589503538224,0.03949627650761476,0.040389049537880445,0.004993733518095987,0.006336161814209434,0.00855237218521295,0.01120922902238465,0.4682120382785797
0.034637817331860145,0.035180890902636514,0.03527778831701125,0.03595304957801296,0.036886130669905294,0.004501004218904962,0.0058242158052982185,0.008023261846173354,0.010724376877068831,0.5026319622993469
0.03214585717006396,0.03254312909738992,0.03265294964395223,0.03330051118848465,0.034168939366536116,0.004109994393162509,0.005398677397889877,0.007495795166300189,0.01008348841650752,0.52801114320755
0.03023984307242978,0.030627894345470655,0.030720754606669308,0.03138871306693682,0.03225602872509469,0.003961140353743347,0.005208167268754413,0.007192785588784083,0.009677099734945323,0.5483810305595398
0.02862092214686576,0.029098378264054817,0.02923721274340986,0.029941146542388265,0.030838587241227268,0.0037896548064866213,0.005041091279777628,0.006903894763860491,0.009296995520050968,0.5661923885345459
0.026258020621714413,0.02686751158207014,0.027177382090319228,0.027991289913814554,0.0288240691666962,0.0034806178369489247,0.004745156190017619,0.006388341179317845,0.008541178130995362,0.5931074619293213
