loss_reconstruction,loss_linearity
0.7172550887428724,0.3383673832329844
0.24236544994662337,0.014016412033751887
0.20832483210768202,0.00904060353652322
0.2037379994948492,0.008183015059135434
0.19274057931299185,0.007982736290494934
0.1903562856183934,0.007987844122913304
0.18919663610630955,0.007014365786257083
0.18867101142777196,0.0070234840366260294
0.18925151145010788,0.007014375457779851
0.18741625040050486,0.005570552180753397
0.1863451463447499,0.004894266417499722
0.1861584031549919,0.0048895787950804905
0.18691801809114042,0.005578454166910444
0.18626286157334457,0.00536978815903203
0.18661331515209925,0.005815641498867293
0.1877081487277877,0.006977240183582934
0.18538080032006027,0.00506736264825017
0.18488216707757588,0.0043973242633054705
0.1853132653012672,0.0053747901867765525
0.18581130577316232,0.00564120952901368
0.18483216369439706,0.004982084488426273
0.18547065044695826,0.004891080604853663
0.18380871910511967,0.0038207254154687554
0.1843670877870222,0.00423912309957843
0.18328736542696608,0.0030423082764280446
0.18352149534800738,0.004410905433923565
0.18341009977995232,0.0037681093455377178
0.1836302664740156,0.004283207799052075
0.18454867637349198,0.005208540488104398
0.18336343098102242,0.004091686174028801
0.18292797382811118,0.004414372970400024
0.1840288480469113,0.00456968569271666
0.18245109863798994,0.004510268143905032
0.18345866518110115,0.004571556645019814
0.1829775979307957,0.005417690434787752
0.18384226521442149,0.004603718070690358
0.18355939383481207,0.005496929597856112
0.18170146620145752,0.004109536530137881
0.183709168202436,0.006773452304151339
0.18237934611118511,0.00460974323196866
0.18201776448107918,0.005243783325441282
0.18180072043920012,0.004465079503371093
0.1812753433276757,0.0044672140503931425
0.17978884271738038,0.0037129817511162276
0.18478728762900223,0.013420597882668273
0.18081592722488793,0.004059612245708405
0.1829417504110541,0.004038176332954967
0.1835125828955832,0.004560688739622526
0.18123615579055397,0.004275402894690533
0.18029702249065482,0.003911204787155978
