loss_reconstruction,loss_linearity,lin_dyn_weight
0.45865049203183633,0.015324993715757688,0.16635841131210327
0.12500204217817446,0.00306932987700199,0.5415317416191101
0.09611877950842194,0.002903592582709648,0.6226504445075989
0.08877516939397152,0.0029109393308268754,0.6451045870780945
0.08301006838799162,0.0030702388166242724,0.6634678244590759
0.07826425145123024,0.0033772926029796654,0.6788400411605835
0.07230173849348408,0.002953099092186476,0.69870924949646
0.06920118092611711,0.0032409559897878695,0.7093333005905151
0.06354651663042904,0.002777415593017402,0.7292497754096985
0.06037061265981868,0.0030267197983938673,0.7407875657081604
0.05486223868646187,0.0023518751922185876,0.761082112789154
0.050970488045634275,0.0025152846794430635,0.7760167121887207
0.049613338323364946,0.0030518474922473005,0.7813202738761902
0.04534589290499048,0.002302016471462679,0.7979220151901245
0.042688504750303544,0.002254560573872968,0.8084369897842407
0.03816837422929245,0.0017356854138131834,0.8267492651939392
0.03576813089903494,0.002083816059650329,0.836663544178009
0.03549921663912468,0.0017520602534702371,0.8378235101699829
0.03252414960024664,0.0015542333019927304,0.850265622138977
0.031518030042782544,0.001635552744441054,0.8545095920562744
0.03326681360162934,0.0020595750747742906,0.847241222858429
0.029437459630756852,0.0015598156368647061,0.8634346723556519
0.026398689708305428,0.001209437801882165,0.8765807747840881
0.02779429908292543,0.0014333476327439575,0.8705747127532959
0.025315444966423607,0.0014666847033543518,0.8813281059265137
0.027199554209654836,0.001464245155835699,0.8731568455696106
0.02664306469201722,0.001479825411296522,0.8755618929862976
0.024730554060266422,0.001314870402062107,0.8839372992515564
0.023136374927637725,0.0011435664789788624,0.8909643888473511
0.02186478950063281,0.0012451178116796304,0.8966190218925476
0.022687182829143535,0.0010950607650266615,0.892978847026825
0.021615902251556476,0.0012104660018232348,0.8977540135383606
0.02378252746372536,0.0012068771710369646,0.8881620764732361
0.02297479366688882,0.0014201975218457326,0.8917178511619568
0.021512787244794516,0.001056933300831822,0.8982273936271667
0.01949491413265227,0.0008713740372628313,0.9072798490524292
0.019401647355257665,0.0008542731943622671,0.9077132940292358
0.020299166530850107,0.0009037964411164777,0.9036718606948853
0.021530931545845945,0.0011240005147975468,0.8981630802154541
0.019934754109574387,0.0009613068696004076,0.905305027961731
0.019602961690931633,0.0010488749142791127,0.9068361520767212
0.01878142270981147,0.0008853938473150104,0.9105261564254761
0.018450408579716734,0.0007922107418724423,0.9120426774024963
0.01816925892341712,0.0007897001054779634,0.9133159518241882
0.01767236190091509,0.0007385660994244894,0.915621817111969
0.01736993321914216,0.0007239584405294772,0.916950523853302
0.017852021738307567,0.0007281183366895961,0.9147956371307373
0.018860986361394938,0.0008527909752902832,0.9102285504341125
0.018179828413430073,0.0008070241388660074,0.9132822155952454
0.017439069538489584,0.0007816168387394258,0.9166616201400757
