loss_reconstruction,loss_linearity
0.717566915715348,3.609977070252154
0.24564210499259806,0.035506257184359166
0.21083812743185673,0.01589072211433312
0.2049699281080159,0.010370401165575468
0.1942900332145333,0.010716051964373915
0.19058121001752387,0.008956363336957152
0.1895594577287541,0.008760975718737928
0.1894770763594727,0.009023718111124639
0.18934783735000416,0.008016986683155872
0.18821229783683296,0.007555411470025259
0.18721873618802182,0.006949491671538704
0.1870772219375375,0.006218340845551372
0.1865463597205625,0.005849472669654853
0.18688563503145214,0.006569108634565435
0.1864081270812983,0.00620671686711384
0.18829249532708534,0.0076431648851929095
0.18612863626780524,0.006700486929128421
0.18716499792666602,0.007236868088151111
0.18660866091622105,0.007225177212725656
0.186684848515981,0.0063574402327786625
0.18623302984812945,0.006908090148762807
0.1865636530574461,0.0069017822401043795
0.1858247045936917,0.005759292712557471
0.18669256911520665,0.006677530900682585
0.18591422677519495,0.005907244989386292
0.18673911486969558,0.007044181762320606
0.18581978760999265,0.005824067394390213
0.18475266927528636,0.004716110654361296
0.18709295848259658,0.006584482458195382
0.18517941707899999,0.005577645153456415
0.1865612565272615,0.007401500694358836
0.18641507949170735,0.005846533997061765
0.18717717836753292,0.007296855060818128
0.18672749148457043,0.007599351525958377
0.18701982514148743,0.007400365033244399
0.18683848104591982,0.007073923954165892
0.18618914029553493,0.006132149752404231
0.1866093649861001,0.007680036732739702
0.18716252673087747,0.0072235504387510845
0.18886457475516497,0.009560169066282504
0.18826001666825834,0.007863442860131749
0.18723043108274087,0.007168467704334044
0.1861166335222868,0.0061028602803949936
0.18718768959869966,0.007851823058913165
0.1866821947110562,0.007637209753348585
0.1867266362458068,0.007708766371581014
0.18655685013804296,0.006804862836795302
0.18782564198683158,0.007794982234974848
0.18680766168931853,0.007233122770984135
0.1866270454735283,0.007201479285351193
