loss_reconstruction,loss_linearity
0.7096111741685995,0.030222380676134503
0.34928497080828486,0.003024922442889645
0.209283328407891,0.0027769419496339663
0.12287679402502229,0.003007661234137999
0.07942194467655136,0.003114260383569523
0.05918144657408903,0.003758463547277906
0.04873372624371071,0.005027998684488497
0.04383524311531645,0.008209103402237211
0.039809059231834185,0.00810274468103159
0.037187797793913784,0.0043843948071942375
0.03493003023853251,0.0037286754032152506
0.033489948642956985,0.0034440112700960513
0.03159931019927317,0.0033948697813289694
0.030464200552642824,0.004288832661096536
0.029067970287983604,0.006361685483841271
0.029100077066960026,0.0045266728829492595
0.027347175314543073,0.0036265147190126554
0.026288954276421753,0.0031296244030318975
0.02563933854368353,0.003657743271412802
0.02514365213066739,0.0044212894802588484
0.024585813169065492,0.006570490778438826
0.024345346898759338,0.0037848646640178344
0.023317843136295237,0.0034803404175019737
0.022901582124645523,0.003586686897620898
0.02216170928952841,0.00294438743559349
0.02189916528601589,0.00298545499183687
0.021150676968030573,0.0037498947569411297
0.020830907941304006,0.004260736749190388
0.020164270343473706,0.003198565988259605
0.019818440703899865,0.0036156131394691864
0.01948398354166155,0.004222221743694979
0.019770633728910067,0.004614714995318719
0.01884835175970125,0.0035905297155849054
0.01841302704435571,0.003132603441779539
0.017946667527285562,0.003397630044476356
0.017864482704520065,0.002855789564748422
0.017643713065230816,0.003509908803768616
0.017063703732540077,0.00297145264119599
0.01702552784893452,0.003683290702113557
0.016826938308435853,0.002838860578016046
0.01643426968508847,0.003003970551493031
0.01590512397551744,0.0030958608742279
0.01649240180899966,0.0047150181669457225
0.015975521854936437,0.004794746088663031
0.015511394513336487,0.0030870619039588057
0.014964962500489589,0.0024214134040980253
0.015101139905585361,0.0035200064240932345
0.014981083319729678,0.0030679843199986154
0.014453646102695459,0.00277314977498785
0.014087930141920698,0.002367877081347425
0.014414298530398361,0.0033361660385249686
0.014097774221534383,0.0024291377523339703
0.013694373166672985,0.0037375734432353253
0.013785785653356253,0.004463120197924728
0.013858883838910839,0.0030513909369477396
0.013278536393679178,0.0020225578257389585
0.013095424915027203,0.0023423429610065355
0.013249205110779396,0.0022740754278266838
0.012941173078047846,0.0024747624408126617
0.013468980082577898,0.004141598223925795
0.012727546358316258,0.0033238559050595353
0.012515479219383273,0.003127965176491761
0.012351880958628398,0.002497366244090726
