0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
(-0.012286292389035225+0.9004024267196655j),(-0.012286292389035225-0.9004024267196655j),(0.9328656196594238+0.3563254177570343j),(0.9328656196594238-0.3563254177570343j),(0.955355167388916+0.2915381193161011j),(0.955355167388916-0.2915381193161011j),(0.9700530767440796+0.2483956515789032j),(0.9700530767440796-0.2483956515789032j),(0.9772455096244812+0.2119854986667633j),(0.9772455096244812-0.2119854986667633j),(0.986404538154602+0.17401984333992004j),(0.986404538154602-0.17401984333992004j),(0.9838213324546814+0.13844572007656097j),(0.9838213324546814-0.13844572007656097j),(1.0019103288650513+0j),(0.9972339272499084+0.04636896774172783j),(0.9972339272499084-0.04636896774172783j),(0.9437972903251648+0j),(0.5622033476829529+0.25156405568122864j),(0.5622033476829529-0.25156405568122864j),(0.06004158779978752+0.4336525797843933j),(0.06004158779978752-0.4336525797843933j),(-0.32010725140571594+0.4108959436416626j),(-0.32010725140571594-0.4108959436416626j),(-0.26947200298309326+0.4189056158065796j),(-0.26947200298309326-0.4189056158065796j),(-0.12238257378339767+0.4297461211681366j),(-0.12238257378339767-0.4297461211681366j),(-0.5283193588256836+0.13285210728645325j),(-0.5283193588256836-0.13285210728645325j),(-0.0022058000322431326+0.3991394340991974j),(-0.0022058000322431326-0.3991394340991974j),(-0.490317702293396+0.050791822373867035j),(-0.490317702293396-0.050791822373867035j),(-0.3765113055706024+0.19133132696151733j),(-0.3765113055706024-0.19133132696151733j),(-0.3818587362766266+0.13768373429775238j),(-0.3818587362766266-0.13768373429775238j),(-0.4057556986808777+0j),(-0.2698734402656555+0.21810831129550934j),(-0.2698734402656555-0.21810831129550934j),(-0.09063459187746048+0.2946597933769226j),(-0.09063459187746048-0.2946597933769226j),(0.12306647002696991+0.23982469737529755j),(0.12306647002696991-0.23982469737529755j),(0.21220572292804718+0j),(0.025120314210653305+0.24437998235225677j),(0.025120314210653305-0.24437998235225677j),(0.15889330208301544+0.05995621532201767j),(0.15889330208301544-0.05995621532201767j),(0.09987784922122955+0.1744077056646347j),(0.09987784922122955-0.1744077056646347j),(-0.35200080275535583+0j),(-0.3307386636734009+0j),(-0.10203942656517029+0.19081060588359833j),(-0.10203942656517029-0.19081060588359833j),(-0.010779700241982937+0.17142795026302338j),(-0.010779700241982937-0.17142795026302338j),(-0.2437812089920044+0j),(-0.17073792219161987+0.10671170800924301j),(-0.17073792219161987-0.10671170800924301j),(0.024608319625258446+0j),(-0.04417063295841217+0j),(-0.07702363282442093+0j)
(-0.014688964001834393+0.9084872603416443j),(-0.014688964001834393-0.9084872603416443j),(0.9310917258262634+0.35685211420059204j),(0.9310917258262634-0.35685211420059204j),(0.9550808072090149+0.2931961119174957j),(0.9550808072090149-0.2931961119174957j),(0.9684580564498901+0.2492607980966568j),(0.9684580564498901-0.2492607980966568j),(0.9781375527381897+0.20953133702278137j),(0.9781375527381897-0.20953133702278137j),(0.9848445057868958+0.17575320601463318j),(0.9848445057868958-0.17575320601463318j),(0.9862958192825317+0.13674622774124146j),(0.9862958192825317-0.13674622774124146j),(0.993981122970581+0.04469367861747742j),(0.993981122970581-0.04469367861747742j),(1.0001884698867798+0j),(0.9503251910209656+0j),(0.5737579464912415+0.25372156500816345j),(0.5737579464912415-0.25372156500816345j),(-0.5275633931159973+0.1326356828212738j),(-0.5275633931159973-0.1326356828212738j),(-0.3184884488582611+0.41062960028648376j),(-0.3184884488582611-0.41062960028648376j),(-0.26929783821105957+0.41851168870925903j),(-0.26929783821105957-0.41851168870925903j),(0.06534319370985031+0.43155190348625183j),(0.06534319370985031-0.43155190348625183j),(-0.12106260657310486+0.42976248264312744j),(-0.12106260657310486-0.42976248264312744j),(-0.4893435835838318+0.050046902149915695j),(-0.4893435835838318-0.050046902149915695j),(-0.0004709984641522169+0.3987158238887787j),(-0.0004709984641522169-0.3987158238887787j),(-0.3760644495487213+0.1917649209499359j),(-0.3760644495487213-0.1917649209499359j),(-0.38216227293014526+0.13557229936122894j),(-0.38216227293014526-0.13557229936122894j),(-0.40468987822532654+0j),(-0.2681863605976105+0.21841274201869965j),(-0.2681863605976105-0.21841274201869965j),(-0.3391299545764923+0.018243510276079178j),(-0.3391299545764923-0.018243510276079178j),(-0.089976005256176+0.2940247058868408j),(-0.089976005256176-0.2940247058868408j),(0.12212958186864853+0.2385355830192566j),(0.12212958186864853-0.2385355830192566j),(0.216570183634758+0j),(0.025616375729441643+0.2435518354177475j),(0.025616375729441643-0.2435518354177475j),(0.15879036486148834+0.060688599944114685j),(0.15879036486148834-0.060688599944114685j),(0.10187573730945587+0.17653010785579681j),(0.10187573730945587-0.17653010785579681j),(-0.10087472200393677+0.18944337964057922j),(-0.10087472200393677-0.18944337964057922j),(-0.005564975552260876+0.17314524948596954j),(-0.005564975552260876-0.17314524948596954j),(-0.24308277666568756+0j),(-0.1698765605688095+0.10714059323072433j),(-0.1698765605688095-0.10714059323072433j),(0.023234082385897636+0j),(-0.03961581736803055+0j),(-0.07657180726528168+0j)
(-0.015363723039627075+0.9168721437454224j),(-0.015363723039627075-0.9168721437454224j),(0.9308899641036987+0.3562833070755005j),(0.9308899641036987-0.3562833070755005j),(0.955757737159729+0.2939872443675995j),(0.955757737159729-0.2939872443675995j),(0.9679624438285828+0.24944156408309937j),(0.9679624438285828-0.24944156408309937j),(0.9779033660888672+0.21316997706890106j),(0.9779033660888672-0.21316997706890106j),(0.9849714040756226+0.17352651059627533j),(0.9849714040756226-0.17352651059627533j),(0.9854524731636047+0.13808339834213257j),(0.9854524731636047-0.13808339834213257j),(0.9973903894424438+0.04615069925785065j),(0.9973903894424438-0.04615069925785065j),(0.9992880821228027+0j),(0.9482495188713074+0j),(0.5833162665367126+0.25663405656814575j),(0.5833162665367126-0.25663405656814575j),(0.07099740207195282+0.4283035397529602j),(0.07099740207195282-0.4283035397529602j),(-0.31787043809890747+0.410224974155426j),(-0.31787043809890747-0.410224974155426j),(-0.2675454914569855+0.4185127913951874j),(-0.2675454914569855-0.4185127913951874j),(-0.5266690254211426+0.13213416934013367j),(-0.5266690254211426-0.13213416934013367j),(-0.11994846910238266+0.4298001527786255j),(-0.11994846910238266-0.4298001527786255j),(0.0006421019206754863+0.3984309434890747j),(0.0006421019206754863-0.3984309434890747j),(-0.48775890469551086+0.049205318093299866j),(-0.48775890469551086-0.049205318093299866j),(-0.37528228759765625+0.19216395914554596j),(-0.37528228759765625-0.19216395914554596j),(-0.3828139007091522+0.13524997234344482j),(-0.3828139007091522-0.13524997234344482j),(-0.4049595594406128+0j),(-0.2665562033653259+0.21834927797317505j),(-0.2665562033653259-0.21834927797317505j),(-0.33734315633773804+0.013561170548200607j),(-0.33734315633773804-0.013561170548200607j),(-0.08882733434438705+0.29348132014274597j),(-0.08882733434438705-0.29348132014274597j),(0.12389659881591797+0.2406989187002182j),(0.12389659881591797-0.2406989187002182j),(0.22240130603313446+0j),(0.025730561465024948+0.24560725688934326j),(0.025730561465024948-0.24560725688934326j),(0.10383722186088562+0.17308443784713745j),(0.10383722186088562-0.17308443784713745j),(0.15880027413368225+0.06030953302979469j),(0.15880027413368225-0.06030953302979469j),(-0.004022994078695774+0.17316102981567383j),(-0.004022994078695774-0.17316102981567383j),(-0.10029072314500809+0.18933510780334473j),(-0.10029072314500809-0.18933510780334473j),(-0.2423580288887024+0j),(-0.16821880638599396+0.10729391872882843j),(-0.16821880638599396-0.10729391872882843j),(0.022410908713936806+0j),(-0.036922652274370193+0j),(-0.07456042617559433+0j)
(-0.017978448420763016+0.9214093089103699j),(-0.017978448420763016-0.9214093089103699j),(0.9322686195373535+0.35716673731803894j),(0.9322686195373535-0.35716673731803894j),(0.9536147117614746+0.2931148409843445j),(0.9536147117614746-0.2931148409843445j),(0.970203161239624+0.249476358294487j),(0.970203161239624-0.249476358294487j),(0.9773064255714417+0.21021200716495514j),(0.9773064255714417-0.21021200716495514j),(0.9858695864677429+0.17531883716583252j),(0.9858695864677429-0.17531883716583252j),(0.9849165678024292+0.13680514693260193j),(0.9849165678024292-0.13680514693260193j),(0.9948444962501526+0.04493818059563637j),(0.9948444962501526-0.04493818059563637j),(0.9988411664962769+0j),(0.9511540532112122+0j),(0.5928975939750671+0.26102539896965027j),(0.5928975939750671-0.26102539896965027j),(0.07763245701789856+0.42698967456817627j),(0.07763245701789856-0.42698967456817627j),(-0.31685468554496765+0.40970274806022644j),(-0.31685468554496765-0.40970274806022644j),(-0.2664780616760254+0.4183180332183838j),(-0.2664780616760254-0.4183180332183838j),(-0.524889349937439+0.1319064050912857j),(-0.524889349937439-0.1319064050912857j),(-0.11842246353626251+0.4299561679363251j),(-0.11842246353626251-0.4299561679363251j),(0.0016388247022405267+0.397705078125j),(0.0016388247022405267-0.397705078125j),(-0.48506003618240356+0.04790600761771202j),(-0.48506003618240356-0.04790600761771202j),(-0.37466737627983093+0.1923653781414032j),(-0.37466737627983093-0.1923653781414032j),(-0.38343825936317444+0.13409143686294556j),(-0.38343825936317444-0.13409143686294556j),(-0.4131620228290558+0j),(-0.26504087448120117+0.2175641655921936j),(-0.26504087448120117-0.2175641655921936j),(-0.08868742734193802+0.2927732765674591j),(-0.08868742734193802-0.2927732765674591j),(0.12249235808849335+0.2412492036819458j),(0.12249235808849335-0.2412492036819458j),(0.22922831773757935+0j),(0.0242459774017334+0.2475752830505371j),(0.0242459774017334-0.2475752830505371j),(0.1068527027964592+0.17075861990451813j),(0.1068527027964592-0.17075861990451813j),(0.1593453586101532+0.06152057647705078j),(0.1593453586101532-0.06152057647705078j),(-0.3319382667541504+0.026354700326919556j),(-0.3319382667541504-0.026354700326919556j),(0.0012607810785993934+0.17265480756759644j),(0.0012607810785993934-0.17265480756759644j),(-0.10088814795017242+0.18827664852142334j),(-0.10088814795017242-0.18827664852142334j),(-0.24141740798950195+0j),(-0.1667787879705429+0.10749918222427368j),(-0.1667787879705429-0.10749918222427368j),(0.02257472090423107+0j),(-0.03450014442205429+0j),(-0.0728544071316719+0j)
(-0.021726610139012337+0.9277990460395813j),(-0.021726610139012337-0.9277990460395813j),(0.9319867491722107+0.3570084571838379j),(0.9319867491722107-0.3570084571838379j),(0.95493483543396+0.2925702929496765j),(0.95493483543396-0.2925702929496765j),(0.9669139981269836+0.24831442534923553j),(0.9669139981269836-0.24831442534923553j),(0.9736913442611694+0.210304856300354j),(0.9736913442611694-0.210304856300354j),(0.9859999418258667+0.17394369840621948j),(0.9859999418258667-0.17394369840621948j),(0.9887458086013794+0.13462407886981964j),(0.9887458086013794-0.13462407886981964j),(0.9956690669059753+0.047036826610565186j),(0.9956690669059753-0.047036826610565186j),(1.0001229047775269+0j),(0.9525623917579651+0j),(0.603370726108551+0.26261457800865173j),(0.603370726108551-0.26261457800865173j),(0.08382060378789902+0.4258449971675873j),(0.08382060378789902-0.4258449971675873j),(-0.3162173330783844+0.40911129117012024j),(-0.3162173330783844-0.40911129117012024j),(-0.26494142413139343+0.41787490248680115j),(-0.26494142413139343-0.41787490248680115j),(-0.5242077708244324+0.1323421150445938j),(-0.5242077708244324-0.1323421150445938j),(-0.11686042696237564+0.42981335520744324j),(-0.11686042696237564-0.42981335520744324j),(0.0027888098265975714+0.3980015218257904j),(0.0027888098265975714-0.3980015218257904j),(-0.48438403010368347+0.047094494104385376j),(-0.48438403010368347-0.047094494104385376j),(-0.3743637204170227+0.1918884515762329j),(-0.3743637204170227-0.1918884515762329j),(-0.38299471139907837+0.13491889834403992j),(-0.38299471139907837-0.13491889834403992j),(-0.4119367301464081+0j),(-0.2634800374507904+0.2168194204568863j),(-0.2634800374507904-0.2168194204568863j),(-0.08785827457904816+0.29248544573783875j),(-0.08785827457904816-0.29248544573783875j),(0.1227516382932663+0.24252010881900787j),(0.1227516382932663-0.24252010881900787j),(0.2353483885526657+0j),(0.0226393174380064+0.249026820063591j),(0.0226393174380064-0.249026820063591j),(0.1596928834915161+0.061551716178655624j),(0.1596928834915161-0.061551716178655624j),(0.10949099808931351+0.17023609578609467j),(0.10949099808931351-0.17023609578609467j),(-0.33100613951683044+0.026020526885986328j),(-0.33100613951683044-0.026020526885986328j),(0.006201414857059717+0.1720726191997528j),(0.006201414857059717-0.1720726191997528j),(-0.10077930241823196+0.18562725186347961j),(-0.10077930241823196-0.18562725186347961j),(-0.241252601146698+0j),(-0.16510063409805298+0.10750160366296768j),(-0.16510063409805298-0.10750160366296768j),(0.021533742547035217+0j),(-0.029511796310544014+0j),(-0.07179422676563263+0j)
(-0.023375874385237694+0.9355297088623047j),(-0.023375874385237694-0.9355297088623047j),(0.9324021339416504+0.3587665259838104j),(0.9324021339416504-0.3587665259838104j),(0.9543319940567017+0.2927636504173279j),(0.9543319940567017-0.2927636504173279j),(0.9683648943901062+0.24713675677776337j),(0.9683648943901062-0.24713675677776337j),(0.9753808379173279+0.21406489610671997j),(0.9753808379173279-0.21406489610671997j),(0.9835599660873413+0.17225196957588196j),(0.9835599660873413-0.17225196957588196j),(0.9897487163543701+0.1362338811159134j),(0.9897487163543701-0.1362338811159134j),(0.9994576573371887+0j),(0.992917537689209+0.0455535426735878j),(0.992917537689209-0.0455535426735878j),(0.9532355666160583+0j),(0.6139475703239441+0.26595553755760193j),(0.6139475703239441-0.26595553755760193j),(0.09047462791204453+0.42269107699394226j),(0.09047462791204453-0.42269107699394226j),(-0.31576791405677795+0.4089149832725525j),(-0.31576791405677795-0.4089149832725525j),(-0.26405251026153564+0.41750091314315796j),(-0.26405251026153564-0.41750091314315796j),(-0.5240078568458557+0.13248760998249054j),(-0.5240078568458557-0.13248760998249054j),(-0.1151503250002861+0.42960062623023987j),(-0.1151503250002861-0.42960062623023987j),(0.004431564826518297+0.3977501094341278j),(0.004431564826518297-0.3977501094341278j),(-0.4826233685016632+0.04591228440403938j),(-0.4826233685016632-0.04591228440403938j),(-0.37406665086746216+0.19224122166633606j),(-0.37406665086746216-0.19224122166633606j),(-0.3816933333873749+0.1345592886209488j),(-0.3816933333873749-0.1345592886209488j),(-0.415999174118042+0j),(-0.2620689570903778+0.21688398718833923j),(-0.2620689570903778-0.21688398718833923j),(-0.08597228676080704+0.29161590337753296j),(-0.08597228676080704-0.29161590337753296j),(0.24168606102466583+0j),(0.12361914664506912+0.24243032932281494j),(0.12361914664506912-0.24243032932281494j),(0.024005470797419548+0.25062912702560425j),(0.024005470797419548-0.25062912702560425j),(0.15967793762683868+0.062413547188043594j),(0.15967793762683868-0.062413547188043594j),(0.10911858081817627+0.16861467063426971j),(0.10911858081817627-0.16861467063426971j),(-0.32874050736427307+0.027482518926262856j),(-0.32874050736427307-0.027482518926262856j),(0.00572151318192482+0.17268690466880798j),(0.00572151318192482-0.17268690466880798j),(-0.09974027425050735+0.18563047051429749j),(-0.09974027425050735-0.18563047051429749j),(-0.24053336679935455+0j),(-0.1634162962436676+0.10798992961645126j),(-0.1634162962436676-0.10798992961645126j),(0.021526774391531944+0j),(-0.028593426570296288+0j),(-0.0698971077799797+0j)
(-0.024915529415011406+0.9405272006988525j),(-0.024915529415011406-0.9405272006988525j),(0.9318021535873413+0.3559885621070862j),(0.9318021535873413-0.3559885621070862j),(0.9543982148170471+0.2932468056678772j),(0.9543982148170471-0.2932468056678772j),(0.9688445329666138+0.2493908852338791j),(0.9688445329666138-0.2493908852338791j),(0.9774006009101868+0.21160438656806946j),(0.9774006009101868-0.21160438656806946j),(0.9822828769683838+0.17437511682510376j),(0.9822828769683838-0.17437511682510376j),(0.9891767501831055+0.1373632550239563j),(0.9891767501831055-0.1373632550239563j),(0.9946393370628357+0.045114148408174515j),(0.9946393370628357-0.045114148408174515j),(0.9987451434135437+0j),(0.9520725607872009+0j),(0.6221290826797485+0.26914846897125244j),(0.6221290826797485-0.26914846897125244j),(-0.3150859475135803+0.4085368514060974j),(-0.3150859475135803-0.4085368514060974j),(-0.26355189085006714+0.41779300570487976j),(-0.26355189085006714-0.41779300570487976j),(0.09620508551597595+0.4210158586502075j),(0.09620508551597595-0.4210158586502075j),(-0.1134888306260109+0.4295128285884857j),(-0.1134888306260109-0.4295128285884857j),(-0.5229021310806274+0.13178151845932007j),(-0.5229021310806274-0.13178151845932007j),(0.005942641757428646+0.397600919008255j),(0.005942641757428646-0.397600919008255j),(-0.48149704933166504+0.0454157330095768j),(-0.48149704933166504-0.0454157330095768j),(-0.37357792258262634+0.1929355263710022j),(-0.37357792258262634-0.1929355263710022j),(-0.41815152764320374+0j),(-0.3835190236568451+0.13416367769241333j),(-0.3835190236568451-0.13416367769241333j),(-0.2610301971435547+0.2165800780057907j),(-0.2610301971435547-0.2165800780057907j),(-0.08493997901678085+0.2907634377479553j),(-0.08493997901678085-0.2907634377479553j),(0.24602030217647552+0j),(0.12436128407716751+0.24308106303215027j),(0.12436128407716751-0.24308106303215027j),(0.022742928937077522+0.2520679533481598j),(0.022742928937077522-0.2520679533481598j),(0.16074371337890625+0.0628412514925003j),(0.16074371337890625-0.0628412514925003j),(0.11108028888702393+0.16608606278896332j),(0.11108028888702393-0.16608606278896332j),(-0.32474008202552795+0.031071411445736885j),(-0.32474008202552795-0.031071411445736885j),(0.009314499795436859+0.17527805268764496j),(0.009314499795436859-0.17527805268764496j),(-0.0994662493467331+0.18478624522686005j),(-0.0994662493467331-0.18478624522686005j),(-0.23994028568267822+0j),(-0.16142970323562622+0.10805016756057739j),(-0.16142970323562622-0.10805016756057739j),(0.01867770403623581+0j),(-0.025062184780836105+0j),(-0.06860001385211945+0j)
(-0.025385217741131783+0.9450097680091858j),(-0.025385217741131783-0.9450097680091858j),(0.929458498954773+0.35838639736175537j),(0.929458498954773-0.35838639736175537j),(0.9558044672012329+0.2922319173812866j),(0.9558044672012329-0.2922319173812866j),(0.9677252769470215+0.24933859705924988j),(0.9677252769470215-0.24933859705924988j),(0.977364182472229+0.21121861040592194j),(0.977364182472229-0.21121861040592194j),(0.9839155077934265+0.1749986857175827j),(0.9839155077934265-0.1749986857175827j),(0.9822484850883484+0.1365046352148056j),(0.9822484850883484-0.1365046352148056j),(0.994282603263855+0.04621569812297821j),(0.994282603263855-0.04621569812297821j),(0.9996365904808044+0j),(0.9565293192863464+0j),(0.632765531539917+0.27293798327445984j),(0.632765531539917-0.27293798327445984j),(0.10198021680116653+0.4200582206249237j),(0.10198021680116653-0.4200582206249237j),(-0.3145044445991516+0.40821191668510437j),(-0.3145044445991516-0.40821191668510437j),(-0.26265475153923035+0.4170567989349365j),(-0.26265475153923035-0.4170567989349365j),(-0.5213954448699951+0.13203519582748413j),(-0.5213954448699951-0.13203519582748413j),(-0.11204812675714493+0.4294770658016205j),(-0.11204812675714493-0.4294770658016205j),(0.007277049124240875+0.3978103995323181j),(0.007277049124240875-0.3978103995323181j),(-0.47992900013923645+0.043905746191740036j),(-0.47992900013923645-0.043905746191740036j),(-0.37350261211395264+0.19236302375793457j),(-0.37350261211395264-0.19236302375793457j),(-0.42105352878570557+0j),(-0.3826923072338104+0.1337449550628662j),(-0.3826923072338104-0.1337449550628662j),(-0.25942009687423706+0.21599137783050537j),(-0.25942009687423706-0.21599137783050537j),(0.25574371218681335+0j),(-0.08463570475578308+0.2901114523410797j),(-0.08463570475578308-0.2901114523410797j),(0.1235780194401741+0.2436061054468155j),(0.1235780194401741-0.2436061054468155j),(0.02229868248105049+0.25270500779151917j),(0.02229868248105049-0.25270500779151917j),(0.16062353551387787+0.06344128400087357j),(0.16062353551387787-0.06344128400087357j),(0.11370858550071716+0.16471175849437714j),(0.11370858550071716-0.16471175849437714j),(-0.32351940870285034+0.03093661181628704j),(-0.32351940870285034-0.03093661181628704j),(0.012271808460354805+0.1756024807691574j),(0.012271808460354805-0.1756024807691574j),(-0.09908349066972733+0.18348577618598938j),(-0.09908349066972733-0.18348577618598938j),(-0.23908376693725586+0j),(-0.15995216369628906+0.1081557497382164j),(-0.15995216369628906-0.1081557497382164j),(0.0168310534209013+0j),(-0.02155163325369358+0j),(-0.06670605391263962+0j)
(-0.02786388248205185+0.9461101293563843j),(-0.02786388248205185-0.9461101293563843j),(0.9297698736190796+0.3581160306930542j),(0.9297698736190796-0.3581160306930542j),(0.9551663994789124+0.29231756925582886j),(0.9551663994789124-0.29231756925582886j),(0.9705455899238586+0.2484784573316574j),(0.9705455899238586-0.2484784573316574j),(0.9778768420219421+0.2096748948097229j),(0.9778768420219421-0.2096748948097229j),(0.9836246967315674+0.1723140925168991j),(0.9836246967315674-0.1723140925168991j),(0.9865284562110901+0.1351521909236908j),(0.9865284562110901-0.1351521909236908j),(0.9959926009178162+0.04645084962248802j),(0.9959926009178162-0.04645084962248802j),(0.9994911551475525+0j),(0.9515702128410339+0j),(0.6417521834373474+0.2771531045436859j),(0.6417521834373474-0.2771531045436859j),(0.10747169703245163+0.4187134802341461j),(0.10747169703245163-0.4187134802341461j),(-0.31343331933021545+0.4074692130088806j),(-0.31343331933021545-0.4074692130088806j),(-0.26221609115600586+0.4171575903892517j),(-0.26221609115600586-0.4171575903892517j),(-0.5201597213745117+0.13207432627677917j),(-0.5201597213745117-0.13207432627677917j),(-0.11045751720666885+0.4295463562011719j),(-0.11045751720666885-0.4295463562011719j),(0.010226287879049778+0.39756470918655396j),(0.010226287879049778-0.39756470918655396j),(-0.4790358543395996+0.04286625608801842j),(-0.4790358543395996-0.04286625608801842j),(-0.3735092580318451+0.19225750863552094j),(-0.3735092580318451-0.19225750863552094j),(-0.42222297191619873+0j),(-0.3819327652454376+0.13308340311050415j),(-0.3819327652454376-0.13308340311050415j),(-0.257682740688324+0.2152450829744339j),(-0.257682740688324-0.2152450829744339j),(0.26029324531555176+0j),(-0.0837203785777092+0.2899217903614044j),(-0.0837203785777092-0.2899217903614044j),(0.12517516314983368+0.24307279288768768j),(0.12517516314983368-0.24307279288768768j),(0.02301126904785633+0.254915326833725j),(0.02301126904785633-0.254915326833725j),(0.1619136482477188+0.06366536021232605j),(0.1619136482477188-0.06366536021232605j),(0.11203112453222275+0.1629592478275299j),(0.11203112453222275-0.1629592478275299j),(-0.32119521498680115+0.03219045326113701j),(-0.32119521498680115-0.03219045326113701j),(0.013124584220349789+0.176374614238739j),(0.013124584220349789-0.176374614238739j),(-0.09930218011140823+0.1833873838186264j),(-0.09930218011140823-0.1833873838186264j),(-0.23858490586280823+0j),(-0.15776589512825012+0.10757365822792053j),(-0.15776589512825012-0.10757365822792053j),(0.014711151830852032+0j),(-0.01741979829967022+0j),(-0.06318918615579605+0j)
(-0.029093317687511444+0.9486814737319946j),(-0.029093317687511444-0.9486814737319946j),(0.9312599301338196+0.3587998151779175j),(0.9312599301338196-0.3587998151779175j),(0.9533023834228516+0.29290077090263367j),(0.9533023834228516-0.29290077090263367j),(0.9685424566268921+0.24939225614070892j),(0.9685424566268921-0.24939225614070892j),(0.9776346683502197+0.21231040358543396j),(0.9776346683502197-0.21231040358543396j),(0.9839767813682556+0.1741308867931366j),(0.9839767813682556-0.1741308867931366j),(0.9873436093330383+0.13775266706943512j),(0.9873436093330383-0.13775266706943512j),(0.9930784702301025+0.04591291397809982j),(0.9930784702301025-0.04591291397809982j),(0.9991135597229004+0j),(0.9527464509010315+0j),(0.6500749588012695+0.27945026755332947j),(0.6500749588012695-0.27945026755332947j),(0.11420653760433197+0.4190638065338135j),(0.11420653760433197-0.4190638065338135j),(-0.31181177496910095+0.4068780243396759j),(-0.31181177496910095-0.4068780243396759j),(-0.2617090940475464+0.41733530163764954j),(-0.2617090940475464-0.41733530163764954j),(-0.5190309882164001+0.13239727914333344j),(-0.5190309882164001-0.13239727914333344j),(-0.10922359675168991+0.4299793839454651j),(-0.10922359675168991-0.4299793839454651j),(0.011366592720150948+0.398059606552124j),(0.011366592720150948-0.398059606552124j),(-0.476678729057312+0.040410034358501434j),(-0.476678729057312-0.040410034358501434j),(-0.3733230531215668+0.19214266538619995j),(-0.3733230531215668-0.19214266538619995j),(-0.4252430200576782+0j),(-0.38233044743537903+0.1337222456932068j),(-0.38233044743537903-0.1337222456932068j),(0.2681070566177368+0j),(0.12483842670917511+0.24226200580596924j),(0.12483842670917511-0.24226200580596924j),(-0.08292611688375473+0.2885541617870331j),(-0.08292611688375473-0.2885541617870331j),(0.16188573837280273+0.06349269300699234j),(0.16188573837280273-0.06349269300699234j),(0.11437508463859558+0.16102781891822815j),(0.11437508463859558-0.16102781891822815j),(0.021994326263666153+0.25571829080581665j),(0.021994326263666153-0.25571829080581665j),(-0.25660479068756104+0.2151048183441162j),(-0.25660479068756104-0.2151048183441162j),(0.015644555911421776+0.17882293462753296j),(0.015644555911421776-0.17882293462753296j),(-0.319369912147522+0.03152632713317871j),(-0.319369912147522-0.03152632713317871j),(-0.09893979877233505+0.18284514546394348j),(-0.09893979877233505-0.18284514546394348j),(-0.23649878799915314+0j),(-0.1559412181377411+0.10812980681657791j),(-0.1559412181377411-0.10812980681657791j),(0.013924536295235157+0j),(-0.014034008607268333+0j),(-0.06174061819911003+0j)
(-0.030265673995018005+0.9500348567962646j),(-0.030265673995018005-0.9500348567962646j),(0.9301168322563171+0.3566361665725708j),(0.9301168322563171-0.3566361665725708j),(0.9546527862548828+0.2933644950389862j),(0.9546527862548828-0.2933644950389862j),(0.9684656262397766+0.24834279716014862j),(0.9684656262397766-0.24834279716014862j),(0.9775673747062683+0.21382421255111694j),(0.9775673747062683-0.21382421255111694j),(0.9841611385345459+0.17386963963508606j),(0.9841611385345459-0.17386963963508606j),(0.9867718815803528+0.13719442486763j),(0.9867718815803528-0.13719442486763j),(0.9955530762672424+0.04536822810769081j),(0.9955530762672424-0.04536822810769081j),(0.9992250204086304+0j),(0.9520183801651001+0j),(0.6595304012298584+0.2830349802970886j),(0.6595304012298584-0.2830349802970886j),(0.12121615558862686+0.4205786883831024j),(0.12121615558862686-0.4205786883831024j),(-0.3111940920352936+0.4064224660396576j),(-0.3111940920352936-0.4064224660396576j),(-0.2605314552783966+0.41700607538223267j),(-0.2605314552783966-0.41700607538223267j),(-0.5180039405822754+0.13230404257774353j),(-0.5180039405822754-0.13230404257774353j),(-0.10823588818311691+0.42980509996414185j),(-0.10823588818311691-0.42980509996414185j),(0.012659989297389984+0.39786097407341003j),(0.012659989297389984-0.39786097407341003j),(-0.4738112688064575+0.038708895444869995j),(-0.4738112688064575-0.038708895444869995j),(-0.37242746353149414+0.1920657604932785j),(-0.37242746353149414-0.1920657604932785j),(-0.4289180636405945+0j),(-0.38226404786109924+0.13356001675128937j),(-0.38226404786109924-0.13356001675128937j),(0.2759130597114563+0j),(0.12608517706394196+0.24278275668621063j),(0.12608517706394196-0.24278275668621063j),(-0.0823340117931366+0.28870442509651184j),(-0.0823340117931366-0.28870442509651184j),(0.020211368799209595+0.25542888045310974j),(0.020211368799209595-0.25542888045310974j),(0.16212818026542664+0.06360037624835968j),(0.16212818026542664-0.06360037624835968j),(0.11636552959680557+0.15812435746192932j),(0.11636552959680557-0.15812435746192932j),(-0.25524359941482544+0.21394996345043182j),(-0.25524359941482544-0.21394996345043182j),(0.01806175522506237+0.1784120500087738j),(0.01806175522506237-0.1784120500087738j),(-0.31737539172172546+0.0323939323425293j),(-0.31737539172172546-0.0323939323425293j),(-0.09831957519054413+0.18252871930599213j),(-0.09831957519054413-0.18252871930599213j),(-0.23581534624099731+0j),(-0.1547648012638092+0.10744641721248627j),(-0.1547648012638092-0.10744641721248627j),(0.011637307703495026+0j),(-0.011441717855632305+0j),(-0.059597332030534744+0j)
