loss_reconstruction,loss_prediction,loss_linearity,loss_eigvalue,lin_dyn_weight
0.9242309784122191,0.9278830847535632,0.0002516473489495525,0.8005658619844882,6.882896173010522e-07
0.38158131252984256,0.39237600932492006,0.029892042772994246,0.7036552258215385,0.002348349429666996
0.16000795767869772,0.1852879362036012,0.18116315254497145,0.6254007763581365,0.04809209704399109
0.10199242704435584,0.11922783897964948,0.2016371944195144,0.5664336983384141,0.1368655115365982
0.07984799462253223,0.09172387536984666,0.18072142549877832,0.5145990005606941,0.20962291955947876
0.06939031810926688,0.07995089744754515,0.14331203264661194,0.4743645760073419,0.25664955377578735
0.06412237958518174,0.07195334247345898,0.08884353066817045,0.4455192149804041,0.2848993241786957
0.05966831123501302,0.06717745736041593,0.085372961937742,0.42131114757092963,0.3101629614830017
0.057705950571209114,0.06385436419387605,0.07505432295615487,0.3953500847075005,0.3231833875179291
0.055765522069649784,0.061797044252422474,0.0715962702822909,0.3765502431437413,0.3348328471183777
0.05430168182097236,0.060629949153428425,0.06994521786176647,0.3640325316315362,0.34532901644706726
0.05231736174936908,0.05835014788418928,0.07029761385981582,0.3498266340101053,0.35847362875938416
0.050658540295851456,0.05529436682807856,0.07467403764719138,0.33650368500011535,0.3709663152694702
0.048967926326050515,0.05379043543466614,0.06910944796958814,0.3271322548389435,0.38358014822006226
0.04745363946454774,0.05288708491635386,0.06653947869051079,0.31296842403450215,0.39466121792793274
0.04621705196138681,0.05034163094877238,0.0456638691582325,0.3044854681389581,0.4035450220108032
0.043880743421514296,0.04740935279400994,0.044216996308506014,0.29657045326347964,0.4233546257019043
0.04366891374736625,0.047634121150417555,0.05532202667908758,0.2883333013300602,0.4253523647785187
0.04305556092920636,0.04747464594708371,0.0654706204255129,0.2876781786095361,0.4301394522190094
0.0419072446990109,0.046182820878064024,0.05866836647605449,0.2770139117982368,0.4399681091308594
0.03907762815421772,0.043739517037095076,0.06305353549226679,0.2676613858973373,0.4636995792388916
0.03972939658540503,0.04288772965004872,0.03862650954631474,0.25870145793414945,0.4590940475463867
0.043279509871558916,0.05564508837805037,0.09696793768445065,0.25212333333396403,0.4301208555698395
0.038919359101007515,0.042405532518197,0.0422155851693,0.24781864102500373,0.46576106548309326
0.037933557306793354,0.04206122942868091,0.049250638367103826,0.2385380563723178,0.47537416219711304
0.03829531553363672,0.04241764631332086,0.0452439749298802,0.22833889990485706,0.4723265767097473
0.03679870291246006,0.041644226270290866,0.04614547945698848,0.22014658804233847,0.486158549785614
0.03596026491343815,0.041138962660254484,0.060574956378093035,0.2139064997993909,0.4941386282444
0.03439301012168781,0.038123382540075135,0.05162121773505179,0.20203661922635086,0.5088691115379333
0.03418207960577817,0.03700632344302159,0.039560317573694374,0.19680111186114457,0.5108237266540527
0.03284983497222851,0.03511698396212294,0.03258430866409722,0.18559695316863123,0.5237206220626831
0.03235501459932039,0.035731317235741154,0.04399106894737115,0.1777547460458873,0.5294610857963562
0.0310761906586128,0.03394477936281915,0.03438637737214725,0.16813350854386594,0.5430728793144226
0.031314335778435495,0.03525123698761732,0.04318711981576825,0.15962537503913643,0.5417165756225586
0.030570819854097136,0.03497434779502272,0.042110026422039114,0.15068740469600816,0.5488485097885132
0.02980804368953443,0.034789084084831355,0.04836450343397284,0.14676823540922784,0.5567817091941833
0.028643209761852553,0.032581649835523585,0.044929987269056705,0.1367477406685218,0.5691102147102356
0.02790116145707487,0.03375539583610945,0.06177724842930927,0.13230087486253028,0.5773031711578369
0.027765904485819805,0.031290848342447115,0.0467044180284077,0.1249425196495836,0.5786966681480408
0.027380606678911252,0.031320144579653444,0.0427940595575456,0.11929753990019934,0.584160566329956
0.026834316486767405,0.030613253826909666,0.03188019328258792,0.11361124534309709,0.5896053910255432
0.026538821156998103,0.030371513876854255,0.03395100985341593,0.10867907060934455,0.5936192274093628
0.025392822307052625,0.02812443311069031,0.024372950635710607,0.10398407895667304,0.606934666633606
0.02539870426078744,0.028807742166615045,0.030340293462290842,0.10044800631961617,0.6067379117012024
0.02504864581248875,0.02802091764021495,0.026680752325393558,0.09699664105119399,0.6105926632881165
0.02469478183533327,0.028259402101025503,0.03672461376473028,0.08981618504901354,0.6145215630531311
0.02467128855173773,0.028874123798578417,0.038682537597801346,0.08853488175782698,0.6151294112205505
0.027721183938810717,0.03575523263567574,0.05102815072304362,0.08511741428408802,0.5816179513931274
0.026362657232394806,0.0336066353117333,0.04903270005580567,0.08017340454275422,0.5966780781745911
0.025664809621850544,0.03221181017563905,0.03950141750815407,0.07407855962580394,0.6042561531066895
0.02500604129029343,0.029569616031910394,0.03131298306360641,0.0686742560613411,0.6117935180664062
0.024660242936166938,0.03054839016585024,0.03324025073625527,0.06796183479055962,0.6163017749786377
0.02373372231567673,0.028365328813086566,0.02790748589390005,0.06005817598815578,0.6265836954116821
0.023030315922827886,0.026555789534711646,0.024182327640999417,0.056949109628037536,0.6353519558906555
0.022898336203304438,0.02609305136684758,0.019884472240971018,0.05447794907494141,0.6373178362846375
0.022753580016441063,0.027012458350759088,0.03141928576532222,0.04840596575519674,0.6396166682243347
0.02238050095697031,0.025755977303029386,0.01947733264006974,0.04309162567432061,0.6443598866462708
0.02276305149711329,0.02735732174690703,0.030511411283934243,0.04262399954107108,0.6393712162971497
0.02223615952575175,0.025491182584984694,0.017347442033643218,0.03879223448841086,0.645566999912262
0.021320991957155692,0.025102536890645767,0.020188478026389275,0.03432355559962844,0.6571843028068542
0.021316060471790407,0.02425563721930054,0.01993844534917148,0.032064046775647524,0.6569109559059143
0.020816195851077024,0.02308551734438211,0.012393955990232667,0.02484550877866253,0.6632761359214783
0.02069506604454153,0.023120843068803923,0.014214634215246996,0.01931716191480011,0.6680389046669006
