loss_reconstruction,loss_prediction_1,loss_prediction_2,loss_linearity_2,loss_linearity_3,lin_dyn_weight
0.013799658627718087,0.014899737642915457,0.016534339461550616,0.0017872503914889073,0.003231048713994506,0.7591068744659424
0.01378233226878731,0.014809291634783648,0.0164279307295012,0.001855996166099638,0.003332227133464493,0.7593826055526733
0.01370411908391538,0.014706945219295936,0.016280679994781545,0.0018054107891633208,0.003275037734400506,0.7605629563331604
0.013452912268272582,0.01450028567506163,0.01611217954414803,0.001722804161926244,0.003156283612819326,0.7643672823905945
0.013348897569031523,0.014370956756924623,0.015959520067944623,0.0017123205374751315,0.003176572398851382,0.7659756541252136
0.013247590745805494,0.014260609237939719,0.01581985514435992,0.001753265698184103,0.003203608625687209,0.7675260901451111
0.01313028253314879,0.0141291757157985,0.01569197707928267,0.0017620884957129522,0.0031834863676320786,0.7693063616752625
0.013167582191026851,0.014112739334970512,0.01565208063029603,0.001779071001598499,0.003184147189127519,0.7687384486198425
0.013034556641074635,0.0139696069611799,0.015505645559138099,0.0017107687202976053,0.0031314427670616433,0.7707716226577759
0.012909280811280212,0.013851357826450528,0.015403201176016122,0.0017567103541137389,0.0031723024361085574,0.7727068662643433
0.012720402757693457,0.013628106039242456,0.015171576686353492,0.0017068378577296366,0.003104244377589066,0.7756279706954956
0.012503970901938093,0.013435182455402093,0.014945625978828276,0.001607398588785389,0.0030123036979828907,0.7789803743362427
0.012346578709431143,0.013259383926055576,0.014790574596232215,0.0015090801471831815,0.0028997381461546724,0.7814352512359619
0.012274118302852516,0.013153054170160485,0.014642292001103395,0.0015165664655650223,0.0028673331959535612,0.7825478911399841
0.012306460666926516,0.0131612602096276,0.014641464736637654,0.0015436812535228345,0.002891968200670793,0.7820548415184021
0.012336277794217903,0.013183002893956715,0.014626416243962794,0.0015980523654678524,0.0030095131455251836,0.7815862894058228
0.012234636942462233,0.01305878222388709,0.014467159493657566,0.001637128964316525,0.003016393084154033,0.7831733226776123
0.012198971713199312,0.013032072762514921,0.014463358037423768,0.0015958207040625131,0.00297762561314458,0.7837268710136414
0.012056002864651631,0.012864286557539998,0.014298525932651239,0.0016177285012582805,0.0030413207041737216,0.7859678268432617
0.011848026981589778,0.012651065922023466,0.0140952340708483,0.0015634323389038143,0.0029512337490216196,0.7892364263534546
0.011786906152413595,0.012558134290195951,0.013987391147037481,0.0015437434383686758,0.0028954088337869452,0.7901971936225891
0.011686417710461073,0.012452663911269014,0.01386212409542711,0.0014942713781891253,0.0028323074490231954,0.7917832136154175
0.01157343735255851,0.01231761918771987,0.01372012347983034,0.001454412267112092,0.0027795891433754225,0.793565034866333
0.011561329195263401,0.012259420462502729,0.013639422171067872,0.0014869204378568086,0.0028252916648083886,0.7937635183334351
0.011570307731178384,0.012284865415336303,0.013664822940458387,0.0015732844566438823,0.0029382205249479155,0.7936108708381653
0.011568382138623887,0.012280716732044348,0.01363581222975814,0.0016593109028751418,0.0029781454361525158,0.7936469316482544
0.011418948633808818,0.012119654121014897,0.013501021786024107,0.0015862440902914777,0.002930848802996162,0.7960160970687866
0.011283552505375955,0.011975475365683537,0.013316301571442778,0.001481157212499404,0.0028213429520994224,0.7981665730476379
0.011179177314293064,0.011831634906714395,0.013166190543830794,0.00144039540232828,0.0027888507550994823,0.799838662147522
0.011095672320799539,0.011748211955864157,0.013075741685476878,0.0014565462034020647,0.002786993845397194,0.8011595010757446
0.010946537628019816,0.01160620298961665,0.012934889909405035,0.0014263763823765237,0.002750208093816002,0.8035497069358826
0.010877547828143075,0.011538553987973488,0.012855340600413764,0.0014063985918292264,0.002725343851235089,0.8046654462814331
0.01101143535026568,0.011626104110439352,0.012922377634368487,0.0015339391018520266,0.0028459465693707435,0.8025310039520264
0.010877068604548906,0.011483042232142198,0.012758057079459198,0.0014771460661752113,0.0027832928844946344,0.804673433303833
0.010722561929399936,0.011361871999782204,0.012645688072947048,0.0013822417531237506,0.0026951927391674693,0.807155966758728
