loss_reconstruction,loss_linearity,lin_dyn_weight
0.7021024906283729,0.01006107478931982,0.010188340209424496
0.14705899351803292,0.008921319587610601,0.2601136565208435
0.07571513465438387,0.003984558218141304,0.47360900044441223
0.06445868793705194,0.003999206155099115,0.527721107006073
0.0568665000173106,0.003339728216288596,0.5685874819755554
0.05003691210983266,0.0029646785562763107,0.6082371473312378
0.04582354519266545,0.0029762855265289545,0.6340169310569763
0.042223914399063936,0.003075365486477399,0.6569445729255676
0.03808007834743878,0.0026670516382443442,0.6846494078636169
0.03619791815012454,0.002845025433467117,0.6974939107894897
0.03277005673693268,0.002434640576945613,0.721716582775116
0.03145054206451846,0.002435451105047247,0.7313276529312134
0.030319265092425947,0.002414391031201639,0.739470362663269
0.02833702386264507,0.002585743341080585,0.7541892528533936
0.026273716296051845,0.001735892681774481,0.7697715163230896
0.024764381958316543,0.0015554290228016454,0.7813957929611206
0.025233988382980906,0.0020412235563226425,0.777876615524292
0.02440368975375357,0.002008055976901613,0.7842022776603699
0.0247116051814032,0.0017291492393649815,0.7819069623947144
0.02201363916231704,0.0012939418808072705,0.8030253052711487
0.021610554522427734,0.0012890427295635417,0.8062523007392883
0.022205205893908047,0.0013933809965364535,0.8016489148139954
0.021573673204666168,0.0013541728251890827,0.806658923625946
0.020724281863416807,0.0012209673940226555,0.8134365677833557
0.020563275395984945,0.001275517881021463,0.8147684335708618
0.019346293701163565,0.001070344145066447,0.8246687650680542
0.02053306591334995,0.0012744277790276179,0.8151780962944031
0.01958003422949493,0.0011836156364837436,0.8227829337120056
0.019009241130173046,0.0010987763586778683,0.8274801969528198
0.0180702345575588,0.0009761522714443125,0.8351772427558899
0.017865523543638295,0.0009490267689472149,0.836929440498352
0.017731207215674123,0.0009225745076480903,0.8380717635154724
0.017303711020614922,0.000876445835393831,0.8416506052017212
0.01800571117130665,0.0010847976097609878,0.8358182907104492
0.01796340509430173,0.0010501066021166802,0.8361961245536804
0.017124691401326143,0.0009182223930939952,0.8431500196456909
0.015789634972591022,0.0007852955500348084,0.8543733954429626
0.01560549661217522,0.0007497424850597398,0.8559238910675049
0.016074859514712648,0.0007974574339717137,0.8519697785377502
0.01626093146059133,0.0008400215095673106,0.8504078388214111
0.01517478102473567,0.000733854396199438,0.859667181968689
0.014377182147318332,0.0006453951055448672,0.8664934635162354
0.014178897101861543,0.0006674090121003822,0.8681838512420654
0.014403255648871049,0.0006601950834878538,0.866286039352417
0.014544074755691331,0.0007018535747504906,0.8651236891746521
0.014827651810650051,0.000732537947786128,0.8626844882965088
0.014246285603389183,0.0006576565417477327,0.8676317930221558
0.014071684285758647,0.0006578420185085745,0.8692337870597839
0.01380285001472238,0.0006547298554072641,0.8714777827262878
0.013190321983824466,0.0006115638578233207,0.8767846822738647
