loss_reconstruction,loss_prediction,loss_linearity
0.4498062234062292,0.4482103506297912,2.496160972763562
0.14830576470646079,0.14832246467351273,0.05814208524756074
0.12222311400056844,0.12223274460506822,0.0358037447242251
0.11551837958695102,0.11550163213992566,0.02512521562903081
0.11018718417544147,0.11025979052280294,0.017260830250166698
0.10865647621432833,0.10910923161791093,0.017113561439889687
0.10440638090106821,0.10501190011287183,0.017084395932408184
0.10195398029069798,0.10240043370158039,0.019881851579145036
0.09836013363449567,0.09894095918528197,0.021843336407724397
0.09448568041538745,0.09508460045020638,0.023388370002642395
0.09057400271735945,0.09102927068443145,0.022984616405982275
0.08822613327337014,0.08858351317551437,0.024326294735473538
0.08717516723810508,0.08760440707126826,0.029245179051648196
0.08552998244442825,0.08639693226235802,0.03585930962624882
0.0819992271449227,0.08215117071013668,0.029314470085397802
0.07858455622563733,0.07893653445684878,0.031070885305909623
0.0779201344614374,0.0784891603100076,0.033615263308780445
0.07974095456801535,0.08023651315763233,0.04500162672880668
0.07316966394796448,0.07377697495449005,0.03732927173535881
0.07190056732448752,0.07236552070676482,0.03764515095477769
0.0689862759798845,0.06921019124481377,0.03779802352050195
0.06821652152263447,0.06865314327320209,0.037213636432392345
0.06494989104309287,0.06522181654104278,0.037888459511720464
0.06355590962532698,0.06397199374061807,0.04042602360907732
0.06200825862446675,0.062186359799898984,0.04067814997809342
0.05898989886844446,0.05951658230844196,0.03741996882148786
0.059884746376694685,0.06024896875822832,0.041721891536909195
0.05971087989754396,0.06037310173300572,0.05101677170647533
0.055154578885108475,0.05536827624802935,0.037375145189803664
0.04910117777279171,0.04942300005868357,0.028892774913889474
0.049291715725017934,0.04951718035116592,0.030810010534568864
0.04875899009386592,0.04907353527983775,0.03307378449384872
0.04626259506347991,0.04683621228739979,0.031371493624078844
0.04677917008305683,0.04690076505650464,0.033419477935610765
0.04724149826424691,0.04783557142672846,0.03620485887031293
0.05157997966531774,0.051976903523980135,0.05176179046585317
0.044463498712624686,0.044799562443756866,0.032975670909034666
0.03930607365179637,0.03995869878989122,0.026333490476491625
0.03836667967146268,0.0385209404371539,0.025226090363059544
0.03872225971907457,0.038863428785957534,0.027447079290853108
0.040175339681453426,0.040845579914648794,0.03541403538460067
0.03515421958695148,0.03542483532077186,0.02438632061769911
0.03638379397644754,0.03659524173842838,0.029580713451987296
0.0333956180205294,0.03366334264443803,0.022138602185205383
0.033381023621511206,0.033379374126886234,0.024176413987341258
0.03523417467865644,0.035181133336220284,0.0301479771733284
0.0329702976022425,0.033276912908571654,0.0259482204993992
0.034613608255303255,0.03490282191667736,0.03092009772424244
0.032568098048382406,0.03268629778925599,0.02550170764616683
0.030667225613031566,0.03093338118561471,0.024025998053318214
