loss_reconstruction,loss_prediction,loss_linearity,lin_dyn_weight
0.5930122203385861,0.5924845295521274,0.1280314572155944,0.34421321749687195
0.22306702240063103,0.22294548369604525,0.0012540194489487544,0.64228355884552
0.18678079481578705,0.18673306783466492,0.0007221808304527061,0.6896964311599731
0.18223990759645006,0.18231514835325707,0.0007989420205193644,0.6960146427154541
0.18134786552142843,0.1814360001771124,0.0007609844148619695,0.6972461342811584
0.18027676637946122,0.18032058298428,0.0007771368156594222,0.6988388895988464
0.17974132978564614,0.17993600854285602,0.0007935171395548977,0.6995720863342285
0.18027501079895542,0.180363225673223,0.0011552037455777615,0.6987873911857605
0.1791670722312646,0.17931278605243794,0.0009612756828564012,0.7003729343414307
0.17859275611092515,0.178786265466552,0.0008599890569061411,0.7011908292770386
0.1794005172981334,0.17952125181940862,0.0012997201474254886,0.7000319361686707
0.17735653037040547,0.1776274756276256,0.001209603238119881,0.7029423117637634
0.1786598608337203,0.17882479235889445,0.0012441750676851799,0.7010930180549622
0.17776724560331084,0.17798584627721648,0.0014646671875161506,0.7023521065711975
0.17669886610303423,0.17702588922376608,0.001130731030580795,0.7038732767105103
0.17835578018794432,0.17836943604351688,0.0018700785575535687,0.701545774936676
0.17654497805613295,0.176686477725052,0.001439335480570823,0.7040786743164062
0.17603230100854153,0.17634200730208738,0.001457928799185777,0.7047316431999207
0.17578978792591965,0.17602123819471363,0.0015391976287464884,0.7051157355308533
0.1746417495744158,0.17485206216653615,0.0016072899249542116,0.7067318558692932
0.17456770654338294,0.17491605642174268,0.0030630630840192833,0.7067973613739014
0.17469337914168995,0.1746367264049622,0.00196916457663862,0.7066441774368286
0.1736254948952882,0.17370771227189746,0.0017195912185699327,0.708121120929718
0.17250677955214525,0.17261410346779044,0.0020267722875238134,0.7096608281135559
0.1732712920565388,0.17336827832156787,0.0023726339437689847,0.708552896976471
0.17201413849403646,0.1722014749337777,0.0019253963224893191,0.7103272080421448
0.17175224487327698,0.17186292702327147,0.0020352662544873552,0.7107219099998474
0.17140807419136447,0.17158387593385682,0.002052104684456199,0.711184024810791
0.17093578596217382,0.17077387114312628,0.0021251234510412872,0.7118232250213623
0.17084559902109345,0.17087753304847125,0.0022264682138045306,0.711996853351593
0.16978444818197563,0.16985766893257723,0.002056850564863343,0.7134488821029663
0.17114982963726924,0.17111847975139005,0.002417982508407796,0.7115287780761719
0.1702693626084852,0.17022624468036376,0.002829169519008424,0.7127911448478699
0.16993204698006525,0.16985365185117593,0.0017814457964045358,0.7132657766342163
0.16901657600505102,0.16899524513262526,0.0024403402242864467,0.7145050168037415
0.16801987420617734,0.1681433953644443,0.0023318145506211305,0.715908944606781
0.16837133487172165,0.16826135719110116,0.0028224351630410697,0.7154191136360168
0.16817477093784802,0.16806706047090064,0.0021746907085610986,0.715632975101471
0.16688272620653657,0.16695153629332382,0.001849456414233596,0.7174790501594543
0.16726475818227507,0.16719173466232443,0.0019552784677109264,0.716966986656189
0.16681504229598007,0.16686040794242163,0.001995947552643886,0.7175270915031433
0.1674029562252776,0.1673172621640699,0.002257363258779234,0.7167582511901855
0.16639250800532884,0.16630653609539164,0.0021014759811259377,0.7181693315505981
0.16519659877462617,0.16524309147618732,0.0019537492017898377,0.7198644280433655
0.16577445769597635,0.1656978886983989,0.002372322296246202,0.7190257906913757
0.16694860519896243,0.16683840188360086,0.0019463798240399557,0.7174197435379028
0.1647831096086681,0.16467256308720515,0.0020586669627775567,0.7203799486160278
0.16537213469318665,0.16538835750348446,0.002265208362787088,0.7196095585823059
0.16444076789448153,0.16436493444698425,0.0018404867097762871,0.7209293246269226
0.16469558326392647,0.16459976480250066,0.0021417039212765767,0.7205511331558228
