loss_reconstruction,loss_linearity
0.7161877652275658,15.03845695180484
0.24644129741287743,0.714215600418661
0.21276166747466488,0.288622577402531
0.20789635876548193,0.17523299685951532
0.20369050641801337,0.10879916151431226
0.20370343003931377,0.11553145011252756
0.20236494677795483,0.08270686982703912
0.20082551025193754,0.06283654984156664
0.20014259131280732,0.04555876741819983
0.20018187560760303,0.0721316719902105
0.2013540776501392,0.0903470873428214
0.20029868864661568,0.06218678665524673
0.19842679826567702,0.039284675926389546
0.19792120286510714,0.03875315221945378
0.1987559333163995,0.046529324818901895
0.1972151659928442,0.02640022173394067
0.1969028793215432,0.022778869893691496
0.1985631473662067,0.04664493652170489
0.1979427901333842,0.03256543115625313
0.19808761395973432,0.032685255779118225
0.19706377894405386,0.027553689503173367
0.19640688342479215,0.019693897886641182
0.19654312186522394,0.019301563127455738
0.19551673459623198,0.014204524876300155
0.1983368560551958,0.031261209802372486
0.1974278644086848,0.027031894378743607
0.19881953914267766,0.048092931522750584
0.19714961926035843,0.028369780783117037
0.1979989405052272,0.030274063544772346
0.1986400713549862,0.04533579675905187
0.19915653665327834,0.057902700606054416
0.19891038425166868,0.060908131434984164
0.2003397835323702,0.06537679680023872
0.20054070615576675,0.08997166505328133
0.19903237941917082,0.03237104902403484
0.1968606362473869,0.01900575219855791
0.19764358975772245,0.022373376957867445
0.19581271388415677,0.012661252812489907
0.19748094398278654,0.029843976572605384
0.19829300457446888,0.033044079982802954
0.19983101398471853,0.0850230914330854
0.20247564990143355,0.16661881646965368
0.2016831727114184,0.03620897253211238
0.20094074488644945,0.030212763475938313
0.19795867892596422,0.02434858434456563
0.1965995542405438,0.014853996511526286
0.19980797862718955,0.06902545442849638
0.20177349556067675,0.07479122559222874
0.20027327617435609,0.03394779867814709
0.1968297353938182,0.014064252852829268
