loss_reconstruction,loss_prediction,loss_linearity,loss_contrast,lin_dyn_weight
0.0076298156026601,0.007957909338615695,0.0018326616961503997,1.0216045876007232e-05,0.858557403087616
0.0077157317368618285,0.008047803674622291,0.001876039649597082,1.0253215383448178e-05,0.8570876717567444
0.007585766303275609,0.0079214932077412,0.0018205237362643669,1.010998264963997e-05,0.8593150973320007
0.00758481432681269,0.00789327465307377,0.0017817401287867501,1.0198289518345687e-05,0.8593335151672363
0.007516535181282513,0.007858296394368119,0.0018184151919933172,1.0302026920489832e-05,0.8605030179023743
0.00748956450398502,0.007806169317321148,0.0018553651682657985,1.030243361092094e-05,0.860969603061676
0.007450816769592324,0.007762070058597796,0.0017402228167724993,1.0161675161106391e-05,0.8616352081298828
0.0074156801960363625,0.00771802900878378,0.001771934620409345,1.0174296653104494e-05,0.8622387647628784
0.00738198561693764,0.0076691444074340545,0.0017375106980709544,1.0127829174069818e-05,0.8628188371658325
0.007292843584830176,0.007603913987549796,0.0017227880237249522,1.0166408554351222e-05,0.8643561601638794
0.007306450419876994,0.007610181475123116,0.0018024329035530421,1.0053946818184512e-05,0.8641221523284912
0.007292935718350292,0.007597669096408916,0.001663760699384194,1.008004939415175e-05,0.8643572926521301
0.007295190973392121,0.007612443566522074,0.0017594702232219578,1.0081098048857865e-05,0.8643159866333008
0.007246289750556125,0.007577939403440614,0.0016698699585604045,1.0122429621064924e-05,0.8651610016822815
0.007126198050343799,0.007432743129208085,0.0016054288882402649,1.0053477977323233e-05,0.8672406077384949
0.007202196517964231,0.00751417395022096,0.001670850511707725,1.0043333505117865e-05,0.8659247159957886
0.0071275285919553955,0.0074595614091740375,0.0016564015828412595,1.0040129121204453e-05,0.867216944694519
0.007107321677315011,0.007417380304173154,0.001632030523973879,1.0152245712665973e-05,0.8675675392150879
0.007074649114880821,0.007393463147709261,0.0016108821164916491,1.0095034238611455e-05,0.868133544921875
0.0070075986222751015,0.007309909848790945,0.0015533065430235727,1.0028169531653411e-05,0.8692989349365234
0.007005271797715099,0.007305130684603475,0.001525609572692687,1.00396734472906e-05,0.8693382740020752
0.006937566947381714,0.0072368263933637825,0.0015555655898341545,9.99136024751078e-06,0.8705152273178101
0.006988310969207466,0.007279289935043846,0.001539361665971657,1.0034490119945664e-05,0.8696319460868835
0.007101230611700075,0.007399926264208539,0.0015921959008686943,1.004444547577283e-05,0.8676751852035522
