loss_reconstruction,loss_prediction,loss_linearity
0.021238899737316866,0.02151439559643454,0.0038181425998581636
0.021293442801200352,0.02153895107714644,0.0036277227870241085
0.021161913052800515,0.021426751940004308,0.0036799190447343658
0.020675539391130288,0.020921750313754695,0.00355424804440712
0.02020699991757205,0.020459844258891035,0.0035388609363220572
0.019901336972219696,0.02020827536009272,0.0036182859931241013
0.019565466891265107,0.019764051875024634,0.0034346555580632215
0.019452350823353507,0.019687557832684978,0.0035980251160807326
0.018750972828600585,0.01901315995080062,0.0033388433119047422
0.01886882160068677,0.01906691640415716,0.003436155510497037
0.018629938384003678,0.018876752244363523,0.0035239338101419665
0.01850452535253907,0.01884285577300726,0.0038761588655557015
0.01809217889441162,0.018360356872666617,0.003526467497862536
0.017990128469251437,0.01835889589720613,0.003997577309680868
0.01755181579643376,0.01780927941033332,0.003370552609647167
0.017309379541682175,0.01766535165862008,0.0035593908863147125
0.017178445435241465,0.017421523546025997,0.003319422044009769
0.016963542391603498,0.01722839788281566,0.003407270642591705
0.016872831213290505,0.01706532066583074,0.003221901133032291
0.016484771900118676,0.01667840003557803,0.0031560885547672777
0.016632017607104043,0.016878101417929652,0.0035022530113609043
0.01638724333818892,0.016666493580823928,0.0033668965337193763
0.01608049342953088,0.016315947833593344,0.003116381481969005
0.015927086409490965,0.016256519748102723,0.003360531261957303
0.015844414372686248,0.016117555828360546,0.003264679956741771
0.01590804942451597,0.016161088237474017,0.0033274085386394057
0.015616163548990964,0.01584837471332211,0.002945218535499702
0.015535945030323782,0.015811887175224262,0.0031906674383832367
0.015087336481576312,0.015305998612784508,0.003016369682911474
0.015209193858280578,0.015364679849978746,0.0029467229195183826
0.015024370296631038,0.015263153974156597,0.0028756329987632565
0.014659414307561382,0.014913103785415757,0.003023053496956186
0.01477813814334751,0.0150757122625055,0.003099375878193543
0.014641088585871154,0.014872275809719959,0.0030172723620111278
0.014316210031369576,0.014727177480410475,0.003939461724235908
0.014446078622389096,0.014792908230252144,0.00352251733436022
0.014104561735413988,0.014334070928215021,0.0027428499763786553
0.014154853718729824,0.014381278041580407,0.0028710171234501832
0.013927677606329842,0.01415518467781451,0.002680549526339941
0.013680460316006683,0.013866969861150108,0.0026004864096431804
0.013760561003641852,0.014094233780040658,0.003098766517328553
0.013624584367224102,0.013838144039220849,0.002730586951169068
0.013443060042011994,0.013633264645674433,0.002636837470282778
0.013471197599080708,0.01371366607309906,0.0027713340659683257
0.013308736977564425,0.013673218027076836,0.002924743163694026
0.013138898428599412,0.013507703578863642,0.003761205416492339
0.012979116949974372,0.013261465036157948,0.0027049594136184687
0.013144286619074862,0.013436704314745782,0.002731162987914106
0.012944942412663241,0.013192542718758372,0.002811145824542514
0.012627578812374187,0.012888451850905655,0.00268872118624921
0.012503837487453111,0.012783968801193198,0.0026815813206430856
0.012620343244946675,0.012875152075158847,0.002523074289858741
0.012200979113918367,0.012509275949372843,0.0027594165917081462
0.012475237275296498,0.012702736898697413,0.002648952278812933
0.012375480125860459,0.012591343195784348,0.0023171367493880057
0.012089141672002725,0.012265021011393127,0.0023271181017045562
0.011972886108201566,0.012328555645176457,0.0028485983904156503
0.011901017727864652,0.012142732232589345,0.002396848317093388
0.011821940408934696,0.012024402283831193,0.0023167976986581892
0.011904995856012639,0.012215844103342406,0.0027317448691452475
0.011697394636037682,0.012091490135455739,0.0030225262010904483
0.011579010623130178,0.01179589602806613,0.0022229663312969476
0.011377303945974275,0.011616664648994843,0.002230489500436243
0.011376110272576918,0.011672713846247892,0.002396672674462239
0.011329522288976181,0.011537558998383242,0.0021697138448622845
